Salary,JobInsecurity,JobSatisfaction,Tenure,EmotionalExhaustion,Domain,OrgLevel,Demographics,SupervisorSatisfaction,CareerAdvancement,WorkLifeBalance,OrgAlignment,LaborMarketCondition,Salary_JS,JS_SupS,Tenure_CA,Exhaustion_WLB,CA_Align,Domain_LMC,leave
56881.83,0.44,3,2.83,0.43,Marketing,Mid,Mid-Age,2,1,3,2,1,170645.48,6,2.83,1.29,2,Marketing_1,1
112239.79,0.27,3,1.41,0.08,Marketing,Entry,Young/Married,5,1,2,2,1,336719.38,15,1.41,0.17,2,Marketing_1,1
55831.12,0.59,3,14.16,0.21,Product Design,Mid,Young/Married,2,1,1,2,1,167493.35,6,14.16,0.21,2,Product Design_1,1
75599.65,0.47,5,4.97,0.39,Finance,Entry,Mid-Age,2,0,2,3,0,377998.23,10,0,0.78,0,Finance_0,1
76453.84,0.45,3,5.59,0.32,Finance,Mid,Young/Married,5,1,1,2,1,229361.51,15,5.59,0.32,2,Finance_1,1
36534.77,0.72,2,2.73,0.45,Finance,Entry,Young/Single,5,0,1,2,0,73069.54,10,0,0.45,0,Finance_0,1
55722.85,0.38,3,10.37,0.54,IT,Mid,Older,2,1,1,3,1,167168.55,6,10.37,0.54,3,IT_1,1
48227.78,0.55,3,4.6,0.43,IT,Mid,Young/Single,4,1,2,3,1,144683.34,12,4.6,0.86,3,IT_1,1
73812.78,0.31,3,5.05,0.5,IT,Executive,Young/Married,4,1,3,3,1,221438.33,12,5.05,1.49,3,IT_1,1
55324.75,0.52,4,0.22,0.16,Finance,Senior,Mid-Age,3,0,2,3,1,221299,12,0,0.33,0,Finance_1,1
111132.72,0.57,4,1.64,0.34,Accounting,Executive,Mid-Age,1,1,2,3,1,444530.89,4,1.64,0.68,3,Accounting_1,1
70822.27,0.2,3,5.43,0.02,Finance,Mid,Mid-Age,1,0,1,3,1,212466.81,3,0,0.02,0,Finance_1,1
57412.28,0.49,4,4,0.29,HR,Entry,Young/Married,3,0,1,2,1,229649.1,12,0,0.29,0,HR_1,1
52431.71,0.55,3,2.51,0.32,Accounting,Entry,Young/Single,3,0,1,2,1,157295.14,9,0,0.32,0,Accounting_1,1
46234.23,0.44,3,16.26,0.27,Accounting,Entry,Older,4,1,2,2,0,138702.7,12,16.26,0.53,2,Accounting_0,1
34479.5,0.65,4,0.72,0.31,Accounting,Entry,Older,3,0,2,2,0,137918,12,0,0.62,0,Accounting_0,1
43187.5,0.34,3,10.53,0.34,HR,Senior,Mid-Age,1,1,2,3,1,129562.49,3,10.53,0.69,3,HR_1,1
62953.75,0.46,1,4.34,0.11,Product Design,Mid,Older,5,1,1,3,1,62953.75,5,4.34,0.11,3,Product Design_1,1
78644.09,0.35,3,6.95,0.33,Marketing,Entry,Older,3,1,2,2,1,235932.26,9,6.95,0.65,2,Marketing_1,1
70101.01,0.21,5,0.77,0.34,Accounting,Entry,Older,1,1,2,3,1,350505.06,5,0.77,0.67,3,Accounting_1,1
56095.85,0.25,5,1.05,0.4,Finance,Entry,Young/Single,5,1,1,2,0,280479.24,25,1.05,0.4,2,Finance_0,1
86311.53,0.37,3,6.4,0.24,Finance,Mid,Young/Single,2,1,2,2,0,258934.6,6,6.4,0.49,2,Finance_0,1
31356.73,0.53,5,7.08,0.06,Product Design,Entry,Older,4,1,2,2,1,156783.66,20,7.08,0.12,2,Product Design_1,1
37256.29,0.53,2,3.88,0.33,HR,Mid,Young/Married,3,1,1,2,0,74512.59,6,3.88,0.33,2,HR_0,1
61818.09,0.42,4,8.43,0.14,HR,Mid,Young/Single,4,1,3,2,0,247272.35,16,8.43,0.42,2,HR_0,1
78389.19,0.5,3,10.09,0.31,HR,Entry,Young/Married,2,1,2,2,0,235167.58,6,10.09,0.61,2,HR_0,1
67234.56,0.61,2,6.48,0.16,Accounting,Mid,Young/Single,5,1,3,2,1,134469.12,10,6.48,0.48,2,Accounting_1,1
39418.6,0.37,2,4.53,0.3,Marketing,Mid,Young/Single,3,1,2,3,1,78837.21,6,4.53,0.59,3,Marketing_1,1
70463.67,0.61,3,11.36,0.22,HR,Senior,Mid-Age,4,1,2,2,0,211391.01,12,11.36,0.43,2,HR_0,1
49779.46,0.6,1,4.24,0.31,Product Design,Entry,Older,2,1,2,1,1,49779.46,2,4.24,0.61,1,Product Design_1,1
60103.66,0.38,2,2.18,0.34,HR,Mid,Young/Single,4,1,3,2,0,120207.32,8,2.18,1.03,2,HR_0,1
28763.52,0.65,2,3.66,0.44,Marketing,Mid,Young/Single,3,1,3,3,0,57527.04,6,3.66,1.31,3,Marketing_0,1
57303.11,0.58,2,3,0.32,Finance,Senior,Young/Single,5,1,2,2,1,114606.22,10,3,0.64,2,Finance_1,1
53340.63,0.72,3,1.06,0.22,IT,Senior,Older,4,1,2,2,1,160021.89,12,1.06,0.44,2,IT_1,1
57649.9,0.59,1,5.37,0.54,Finance,Senior,Young/Single,3,1,3,1,1,57649.9,3,5.37,1.61,1,Finance_1,1
53670.11,1,3,5.94,0.04,HR,Entry,Young/Single,2,1,3,3,1,161010.32,6,5.94,0.12,3,HR_1,1
47028.74,0.77,4,3.5,0.11,Product Design,Senior,Young/Single,3,1,2,2,1,188114.94,12,3.5,0.22,2,Product Design_1,1
85537.91,0.64,3,1.68,0.19,Product Design,Entry,Older,5,0,3,2,1,256613.72,15,0,0.57,0,Product Design_1,1
73121.91,0.42,2,9.43,0.64,Marketing,Mid,Young/Married,2,1,2,2,0,146243.81,4,9.43,1.29,2,Marketing_0,1
64764.8,0.52,5,5.31,0.21,Accounting,Executive,Mid-Age,3,1,3,3,1,323824,15,5.31,0.62,3,Accounting_1,1
33832.43,0.34,1,4.5,0.28,Marketing,Mid,Young/Single,4,1,3,3,1,33832.43,4,4.5,0.83,3,Marketing_1,1
46869.77,0.47,3,0.46,0.12,Finance,Mid,Older,2,1,2,3,1,140609.32,6,0.46,0.23,3,Finance_1,1
60619.2,0.63,3,3.8,0.44,Product Design,Senior,Older,1,1,3,2,1,181857.61,3,3.8,1.31,2,Product Design_1,1
80763.13,0.25,3,7.26,0.24,Marketing,Executive,Mid-Age,5,0,3,2,1,242289.38,15,0,0.72,0,Marketing_1,1
85985.92,0.84,4,1.92,0.26,Product Design,Senior,Young/Married,4,1,2,2,0,343943.7,16,1.92,0.51,2,Product Design_0,1
48278.05,0.63,3,4.77,0.48,IT,Entry,Young/Single,5,1,3,2,1,144834.15,15,4.77,1.43,2,IT_1,1
47196.85,0.71,3,5.09,0.43,Finance,Mid,Mid-Age,3,1,2,2,1,141590.55,9,5.09,0.85,2,Finance_1,1
85035.64,0.34,1,2.23,0.37,Finance,Mid,Older,3,0,2,3,1,85035.64,3,0,0.74,0,Finance_1,1
24959.27,0.7,4,1.09,0.41,Marketing,Senior,Young/Single,2,1,3,3,0,99837.08,8,1.09,1.23,3,Marketing_0,1
88067.52,0.42,4,2.51,0.06,IT,Mid,Older,4,0,2,3,0,352270.08,16,0,0.13,0,IT_0,1
44959.27,0.52,3,2.5,0.19,Accounting,Entry,Young/Single,3,1,2,2,1,134877.81,9,2.5,0.37,2,Accounting_1,1
29914.72,0.69,5,3.1,0.04,Marketing,Mid,Mid-Age,4,0,3,2,0,149573.61,20,0,0.11,0,Marketing_0,1
40289.65,0.7,3,1.49,0.06,IT,Entry,Mid-Age,4,1,1,3,1,120868.96,12,1.49,0.06,3,IT_1,1
71986.32,0.43,3,3.78,0.09,Finance,Entry,Young/Single,3,1,3,1,1,215958.96,9,3.78,0.26,1,Finance_1,1
62525.5,0.57,3,4.61,0.26,Finance,Senior,Young/Single,3,1,2,2,1,187576.49,9,4.61,0.52,2,Finance_1,1
51203.53,0.62,5,6.78,0.41,IT,Mid,Older,2,1,2,3,1,256017.67,10,6.78,0.82,3,IT_1,1
63088.26,0.58,3,4.89,0.21,Accounting,Senior,Young/Single,4,1,1,2,0,189264.79,12,4.89,0.21,2,Accounting_0,1
48049.86,0.6,4,2.69,0.34,Accounting,Mid,Young/Single,4,1,2,2,0,192199.42,16,2.69,0.67,2,Accounting_0,1
54131.47,0.45,3,1.8,0.56,Accounting,Executive,Mid-Age,5,1,1,1,1,162394.4,15,1.8,0.56,1,Accounting_1,1
56692.57,0.76,1,2.26,0.34,IT,Senior,Older,3,1,3,2,1,56692.57,3,2.26,1.02,2,IT_1,1
54466.73,0.43,3,3.65,0.18,HR,Entry,Young/Married,5,1,2,1,0,163400.2,15,3.65,0.36,1,HR_0,1
110664.93,0.6,5,3.3,0.11,IT,Entry,Young/Single,4,1,3,3,0,553324.67,20,3.3,0.32,3,IT_0,1
82540.71,0.14,2,4.84,0.32,Marketing,Entry,Mid-Age,4,0,3,3,1,165081.43,8,0,0.97,0,Marketing_1,1
66000.23,0.55,4,1.41,0.36,Accounting,Entry,Young/Single,5,0,2,1,0,264000.94,20,0,0.72,0,Accounting_0,1
72835.79,0.7,2,2.73,0.16,Product Design,Entry,Young/Single,3,1,2,3,1,145671.58,6,2.73,0.33,3,Product Design_1,1
53841.33,0.39,3,4.21,0.58,Product Design,Mid,Mid-Age,1,0,2,3,1,161523.98,3,0,1.17,0,Product Design_1,1
59935.9,0.47,1,2.98,0.3,Product Design,Mid,Mid-Age,1,1,1,3,1,59935.9,1,2.98,0.3,3,Product Design_1,1
60490.01,0.47,4,1.45,0.03,Accounting,Entry,Young/Single,4,0,2,2,1,241960.04,16,0,0.06,0,Accounting_1,1
50766.62,0.49,3,5.51,0.29,IT,Entry,Mid-Age,3,1,2,2,0,152299.87,9,5.51,0.57,2,IT_0,1
56365.52,0.55,2,3.02,0.37,IT,Senior,Mid-Age,1,0,2,3,0,112731.04,2,0,0.74,0,IT_0,1
71086.51,0.68,3,4.91,0.16,HR,Senior,Mid-Age,1,1,2,3,1,213259.54,3,4.91,0.31,3,HR_1,1
66464.38,0.78,1,5,0.24,Accounting,Entry,Young/Single,4,1,2,3,1,66464.38,4,5,0.47,3,Accounting_1,1
39985.29,0.64,2,3.43,0.36,IT,Entry,Young/Single,1,1,2,1,0,79970.57,2,3.43,0.72,1,IT_0,1
89586.23,0.47,1,3.58,0.44,IT,Mid,Older,4,0,2,3,1,89586.23,4,0,0.87,0,IT_1,1
51727.44,0.45,5,0.43,0.23,Finance,Executive,Older,3,1,2,3,0,258637.2,15,0.43,0.46,3,Finance_0,1
63098.49,0.31,2,0.25,0.26,Accounting,Mid,Young/Single,2,1,3,2,1,126196.98,4,0.25,0.77,2,Accounting_1,1
81317.6,0.52,2,4,0.57,Finance,Senior,Young/Single,3,1,3,2,1,162635.2,6,4,1.7,2,Finance_1,1
71634.66,0.38,3,1.2,0.08,Marketing,Mid,Young/Single,3,1,1,3,0,214903.97,9,1.2,0.08,3,Marketing_0,1
46397.89,0.43,2,3.31,0.22,Product Design,Senior,Mid-Age,3,1,2,2,1,92795.77,6,3.31,0.43,2,Product Design_1,1
44252.98,0.83,2,2.83,0.02,HR,Entry,Mid-Age,4,1,3,3,0,88505.95,8,2.83,0.06,3,HR_0,1
66029.83,0.21,5,6.37,0.04,HR,Mid,Mid-Age,1,0,3,1,1,330149.15,5,0,0.13,0,HR_1,1
53070.44,0.45,2,4.62,0.23,IT,Senior,Mid-Age,3,1,2,2,0,106140.88,6,4.62,0.47,2,IT_0,1
82521.92,0.51,2,1.57,0.09,Accounting,Senior,Older,5,1,2,2,1,165043.85,10,1.57,0.18,2,Accounting_1,1
105996.7,0.3,2,5.91,0.1,Product Design,Mid,Young/Single,3,0,1,2,1,211993.4,6,0,0.1,0,Product Design_1,1
51338.27,0.42,4,8.43,0.16,Accounting,Senior,Mid-Age,2,1,1,3,0,205353.08,8,8.43,0.16,3,Accounting_0,1
59989.04,0.35,4,1.84,0.14,IT,Mid,Mid-Age,5,1,1,2,0,239956.17,20,1.84,0.14,2,IT_0,1
68425.66,0.57,3,3.31,0.6,Finance,Mid,Young/Single,3,1,2,2,1,205276.99,9,3.31,1.2,2,Finance_1,1
52251.67,0.53,3,2.04,0.13,Product Design,Entry,Older,3,1,2,3,0,156755,9,2.04,0.26,3,Product Design_0,1
85570.21,0.52,5,1.34,0.06,Product Design,Entry,Young/Married,3,0,2,3,1,427851.03,15,0,0.11,0,Product Design_1,1
58337.67,0.74,4,9,0.45,Product Design,Entry,Mid-Age,3,1,2,2,1,233350.68,12,9,0.91,2,Product Design_1,1
122469.78,0.48,3,0.87,0.09,Marketing,Mid,Older,3,1,2,2,1,367409.34,9,0.87,0.17,2,Marketing_1,1
50054.7,0.22,5,5.71,0.56,Product Design,Entry,Young/Single,5,1,2,2,1,250273.52,25,5.71,1.12,2,Product Design_1,1
44751.79,0.49,1,2.7,0.09,IT,Senior,Mid-Age,3,1,2,2,0,44751.79,3,2.7,0.19,2,IT_0,1
66618.21,0.61,5,2.25,0.27,IT,Senior,Young/Married,2,1,2,3,0,333091.03,10,2.25,0.53,3,IT_0,1
69749.58,0.51,5,10.51,0.3,Accounting,Mid,Young/Single,3,1,1,1,1,348747.91,15,10.51,0.3,1,Accounting_1,1
59707.07,0.57,3,2.59,0.21,Finance,Senior,Mid-Age,2,0,2,2,0,179121.21,6,0,0.43,0,Finance_0,1
60005.72,0.68,3,4.08,0.32,Product Design,Entry,Young/Single,4,1,2,2,1,180017.15,12,4.08,0.64,2,Product Design_1,1
42965.72,0.35,3,0.93,0.66,Product Design,Mid,Young/Married,2,1,2,3,1,128897.16,6,0.93,1.32,3,Product Design_1,1
24778.51,0.35,3,8.7,0.13,HR,Entry,Young/Single,3,1,1,1,1,74335.54,9,8.7,0.13,1,HR_1,1
58796.44,0.4,2,4.86,0.53,Marketing,Senior,Young/Married,3,1,3,3,1,117592.89,6,4.86,1.6,3,Marketing_1,1
43329.72,0.48,2,6.62,0.14,Product Design,Mid,Young/Single,2,1,3,3,0,86659.43,4,6.62,0.42,3,Product Design_0,1
56027.33,0.44,4,3.81,0.16,Product Design,Mid,Young/Single,2,1,1,3,1,224109.3,8,3.81,0.16,3,Product Design_1,1
107976.96,0.58,3,5.18,0.5,HR,Senior,Young/Single,4,1,2,2,1,323930.87,12,5.18,0.99,2,HR_1,1
60405.41,0.35,3,2.59,0.17,HR,Senior,Young/Married,4,1,1,3,1,181216.22,12,2.59,0.17,3,HR_1,1
57480.51,0.5,4,5.01,0.47,IT,Entry,Young/Married,2,1,2,3,1,229922.04,8,5.01,0.95,3,IT_1,1
66372.36,0.59,2,1.37,0.22,IT,Senior,Older,3,1,2,3,1,132744.71,6,1.37,0.44,3,IT_1,1
50529.35,0.55,3,12.03,0.03,Marketing,Mid,Young/Single,5,1,3,2,1,151588.04,15,12.03,0.1,2,Marketing_1,1
52510.36,0.91,5,7.16,0.31,Accounting,Senior,Young/Single,4,1,2,3,1,262551.82,20,7.16,0.62,3,Accounting_1,1
106408.38,0.43,4,1.84,0.07,IT,Senior,Older,3,0,3,2,1,425633.51,12,0,0.22,0,IT_1,1
46163.92,0.58,4,2.13,0.18,HR,Senior,Young/Single,3,1,2,3,1,184655.68,12,2.13,0.36,3,HR_1,1
60893.72,0.44,3,9.05,0.18,Marketing,Mid,Mid-Age,4,1,2,3,0,182681.17,12,9.05,0.35,3,Marketing_0,1
59442.01,0.72,3,3.51,0.08,HR,Mid,Mid-Age,2,0,1,2,0,178326.04,6,0,0.08,0,HR_0,1
77098.59,0.62,2,5.97,0.29,HR,Senior,Mid-Age,3,0,3,2,1,154197.18,6,0,0.86,0,HR_1,1
115017.15,0.66,3,1.71,0.54,Marketing,Entry,Young/Married,4,0,2,3,0,345051.45,12,0,1.08,0,Marketing_0,1
49831.34,0.6,3,6.31,0.43,IT,Mid,Young/Married,1,1,3,1,1,149494.02,3,6.31,1.29,1,IT_1,1
53785.72,0.27,4,6.77,0.07,Accounting,Entry,Older,3,0,1,1,1,215142.89,12,0,0.07,0,Accounting_1,1
37415.14,0.34,5,1.74,0.14,IT,Entry,Young/Single,4,1,2,2,0,187075.68,20,1.74,0.27,2,IT_0,1
58749.86,0.4,3,6.41,0.09,Product Design,Senior,Young/Single,4,1,3,2,1,176249.59,12,6.41,0.27,2,Product Design_1,1
48217.01,0.54,3,5.19,0.11,Marketing,Senior,Young/Single,4,0,3,3,1,144651.03,12,0,0.34,0,Marketing_1,1
49704.6,0.26,4,3.44,0.23,IT,Mid,Young/Single,2,1,2,1,1,198818.42,8,3.44,0.47,1,IT_1,1
49654.05,0.3,3,2.67,0.22,Product Design,Senior,Mid-Age,2,1,2,2,1,148962.15,6,2.67,0.45,2,Product Design_1,1
65569.17,0.18,2,3.99,0.22,Marketing,Entry,Mid-Age,4,1,1,2,0,131138.35,8,3.99,0.22,2,Marketing_0,1
51854.36,0.56,2,6.02,0.34,IT,Mid,Young/Single,2,1,1,3,1,103708.72,4,6.02,0.34,3,IT_1,1
54340.85,0.52,3,11.4,0.08,HR,Entry,Young/Single,2,0,1,2,1,163022.56,6,0,0.08,0,HR_1,1
38693.48,0.64,3,2.2,0.28,IT,Senior,Older,3,1,2,3,0,116080.45,9,2.2,0.56,3,IT_0,1
35998.25,0.57,4,2.89,0.01,Product Design,Senior,Older,1,1,3,2,0,143992.99,4,2.89,0.03,2,Product Design_0,1
52244.2,0.6,2,3.76,0.09,Accounting,Mid,Young/Single,2,1,2,3,1,104488.41,4,3.76,0.18,3,Accounting_1,1
46302.55,0.48,2,2.48,0.04,Accounting,Entry,Young/Married,3,1,1,3,1,92605.1,6,2.48,0.04,3,Accounting_1,1
65792.68,0.37,3,7.43,0.04,Product Design,Entry,Older,1,1,2,3,0,197378.04,3,7.43,0.09,3,Product Design_0,1
47497.99,0.19,4,11.02,0.29,Accounting,Entry,Older,3,0,2,2,0,189991.97,12,0,0.58,0,Accounting_0,1
78100.24,0.56,3,6.63,0.24,Finance,Mid,Young/Married,2,0,1,3,1,234300.73,6,0,0.24,0,Finance_1,1
48766.78,0.56,3,4.06,0.63,Marketing,Entry,Mid-Age,4,1,2,2,1,146300.33,12,4.06,1.27,2,Marketing_1,1
82728.15,0.6,3,0.57,0.13,Accounting,Mid,Young/Single,3,0,2,2,0,248184.45,9,0,0.26,0,Accounting_0,1
39825.51,0.16,5,4.75,0.04,IT,Mid,Mid-Age,2,1,2,3,1,199127.53,10,4.75,0.08,3,IT_1,1
93484.73,0.43,2,3.17,0.23,Product Design,Mid,Mid-Age,2,1,1,2,0,186969.46,4,3.17,0.23,2,Product Design_0,1
57482.55,0.21,3,2.93,0.21,Accounting,Entry,Young/Single,4,1,1,2,1,172447.64,12,2.93,0.21,2,Accounting_1,1
55345.79,0.5,3,2.6,0.21,Accounting,Entry,Older,3,0,3,2,1,166037.38,9,0,0.62,0,Accounting_1,1
85984.04,0.48,2,3.91,0.19,Marketing,Mid,Young/Married,5,1,1,2,0,171968.08,10,3.91,0.19,2,Marketing_0,1
61122.18,0.3,3,3.48,0.4,Marketing,Entry,Mid-Age,5,0,2,1,1,183366.53,15,0,0.8,0,Marketing_1,1
68395.79,0.57,3,2.86,0.7,IT,Entry,Older,3,1,3,2,0,205187.36,9,2.86,2.1,2,IT_0,1
65726.02,0.25,4,2.18,0.31,HR,Entry,Young/Single,3,0,3,2,1,262904.07,12,0,0.94,0,HR_1,1
64709,0.18,4,6.74,0.32,IT,Senior,Young/Single,5,0,3,3,1,258836.01,20,0,0.97,0,IT_1,1
74542.98,0.73,3,10.4,0.04,Accounting,Mid,Mid-Age,5,0,2,2,1,223628.94,15,0,0.08,0,Accounting_1,1
73961.31,0.5,3,7.12,0.32,HR,Mid,Young/Married,5,1,2,2,0,221883.93,15,7.12,0.64,2,HR_0,1
43851.44,0.64,4,7.79,0.29,IT,Mid,Mid-Age,4,1,3,2,1,175405.78,16,7.79,0.88,2,IT_1,1
54663.67,0.55,3,12.75,0.14,HR,Entry,Mid-Age,4,1,3,3,1,163991,12,12.75,0.42,3,HR_1,1
65769.43,0.32,3,2.21,0.16,Marketing,Entry,Mid-Age,2,1,3,2,1,197308.3,6,2.21,0.48,2,Marketing_1,1
39916.65,0.49,4,2.21,0.2,Finance,Mid,Older,3,1,3,2,0,159666.6,12,2.21,0.59,2,Finance_0,1
50149.22,0.51,3,7.13,0.47,Accounting,Entry,Young/Single,4,0,2,3,1,150447.65,12,0,0.94,0,Accounting_1,1
94007.56,0.47,3,2.77,0.43,IT,Senior,Young/Single,5,1,2,1,0,282022.68,15,2.77,0.86,1,IT_0,1
74000.29,0.42,1,4.34,0.31,Accounting,Mid,Mid-Age,2,1,3,3,0,74000.29,2,4.34,0.93,3,Accounting_0,1
64581.74,0.43,4,3.13,0.38,Product Design,Entry,Mid-Age,4,1,3,2,0,258326.94,16,3.13,1.13,2,Product Design_0,1
63064.54,0.46,3,1.98,0.26,Accounting,Entry,Older,4,1,1,2,0,189193.62,12,1.98,0.26,2,Accounting_0,1
73973.44,0.41,5,1.31,0.44,Product Design,Senior,Older,1,1,3,3,0,369867.21,5,1.31,1.31,3,Product Design_0,1
72183.6,0.34,4,4.97,0.49,IT,Mid,Older,3,0,3,2,0,288734.42,12,0,1.48,0,IT_0,1
57599.87,0.64,3,0.57,0.5,Accounting,Mid,Young/Single,2,1,1,2,0,172799.61,6,0.57,0.5,2,Accounting_0,1
61528.03,0.71,5,3.62,0.24,Product Design,Mid,Older,4,1,3,2,1,307640.13,20,3.62,0.73,2,Product Design_1,1
76895,0.56,4,1.25,0.19,Marketing,Senior,Young/Single,3,1,2,2,0,307580.01,12,1.25,0.38,2,Marketing_0,1
46271.85,0.44,3,2.25,0.03,IT,Entry,Young/Single,1,0,3,2,1,138815.55,3,0,0.09,0,IT_1,1
75407.93,0.37,5,5.91,0.16,Finance,Entry,Young/Married,4,1,3,1,1,377039.66,20,5.91,0.47,1,Finance_1,1
41035.3,0.55,2,0.18,0.3,Marketing,Mid,Young/Single,4,1,3,2,0,82070.61,8,0.18,0.89,2,Marketing_0,1
47327.5,0.58,4,5.17,0.43,HR,Senior,Mid-Age,3,1,3,2,0,189310.01,12,5.17,1.28,2,HR_0,1
66255.06,0.66,5,4.76,0.1,Product Design,Senior,Young/Married,4,1,3,3,1,331275.29,20,4.76,0.29,3,Product Design_1,1
87458.19,0.65,5,3.15,0.15,IT,Entry,Older,4,1,2,3,0,437290.96,20,3.15,0.31,3,IT_0,1
55972.55,0.69,3,11.46,0.15,HR,Entry,Young/Single,3,0,2,2,0,167917.64,9,0,0.31,0,HR_0,1
56225.08,0.45,3,4.28,0.6,IT,Senior,Young/Single,5,0,3,3,1,168675.24,15,0,1.8,0,IT_1,1
72559.67,0.39,4,6.66,0.09,Marketing,Mid,Young/Married,4,1,1,3,0,290238.67,16,6.66,0.09,3,Marketing_0,1
78766.75,0.2,3,2.57,0.12,Accounting,Senior,Older,1,1,3,2,0,236300.24,3,2.57,0.36,2,Accounting_0,1
46442.61,0.54,5,1.46,0.22,IT,Senior,Young/Single,3,1,2,2,1,232213.04,15,1.46,0.44,2,IT_1,1
52994.05,0.42,3,1.85,0.5,HR,Mid,Mid-Age,3,0,2,1,0,158982.15,9,0,1,0,HR_0,1
40042.39,0.57,1,3.67,0.26,Product Design,Entry,Mid-Age,2,0,2,2,1,40042.39,2,0,0.52,0,Product Design_1,1
54049.23,0.59,3,3.96,0.32,Finance,Entry,Young/Married,1,1,3,3,0,162147.68,3,3.96,0.96,3,Finance_0,1
83752.71,0.6,3,5.66,0.07,Product Design,Mid,Older,5,1,2,2,1,251258.12,15,5.66,0.14,2,Product Design_1,1
58780.11,0.28,4,6.39,0.17,Marketing,Mid,Mid-Age,4,1,2,2,0,235120.45,16,6.39,0.34,2,Marketing_0,1
47468.72,0.43,2,7.7,0.16,IT,Entry,Older,2,1,1,2,1,94937.43,4,7.7,0.16,2,IT_1,1
74055.05,0.56,3,5.14,0.54,Finance,Senior,Older,3,0,2,3,1,222165.16,9,0,1.08,0,Finance_1,1
60872.81,0.47,5,2.04,0.15,HR,Mid,Young/Married,4,0,1,3,0,304364.06,20,0,0.15,0,HR_0,1
68957.79,0.65,3,3.75,0.19,Product Design,Senior,Older,5,0,3,3,0,206873.36,15,0,0.58,0,Product Design_0,1
64539.83,0.47,4,4.09,0.2,Finance,Senior,Young/Married,3,1,3,2,1,258159.34,12,4.09,0.61,2,Finance_1,1
71108.85,0.51,4,9.21,0.11,Finance,Entry,Older,3,1,2,2,1,284435.41,12,9.21,0.23,2,Finance_1,1
59243.8,0.33,3,0.98,0.13,IT,Senior,Older,3,1,2,2,0,177731.4,9,0.98,0.26,2,IT_0,1
58346.83,0.69,3,1.61,0.43,Marketing,Entry,Young/Married,3,1,2,2,0,175040.5,9,1.61,0.87,2,Marketing_0,1
51910.12,0.38,3,2.91,0.04,Product Design,Executive,Older,5,1,3,3,1,155730.37,15,2.91,0.13,3,Product Design_1,1
79265.79,0.65,3,0.91,0.23,HR,Senior,Young/Single,3,1,1,2,0,237797.36,9,0.91,0.23,2,HR_0,1
64369.03,0.58,3,3.81,0.12,IT,Mid,Older,3,1,2,3,0,193107.1,9,3.81,0.23,3,IT_0,1
68724.92,0.65,3,3.71,0.08,Accounting,Senior,Young/Single,3,1,2,2,1,206174.77,9,3.71,0.17,2,Accounting_1,1
42057.5,0.57,3,4.1,0.06,IT,Executive,Young/Married,3,1,1,3,0,126172.49,9,4.1,0.06,3,IT_0,1
56163.15,0.2,4,1.55,0.19,Product Design,Entry,Older,3,1,1,3,1,224652.62,12,1.55,0.19,3,Product Design_1,1
65963.77,0.41,4,1.2,0.25,HR,Senior,Mid-Age,3,1,2,2,1,263855.1,12,1.2,0.5,2,HR_1,1
81044.47,0.33,1,1.18,0.5,Product Design,Entry,Mid-Age,5,0,3,2,0,81044.47,5,0,1.51,0,Product Design_0,1
47095.02,0.57,4,3.79,0.14,HR,Entry,Young/Single,3,1,1,2,1,188380.09,12,3.79,0.14,2,HR_1,1
34038.7,0.32,5,4.11,0.12,Finance,Mid,Older,4,1,2,3,1,170193.49,20,4.11,0.25,3,Finance_1,1
52507.59,0.48,2,7.04,0.51,Product Design,Entry,Older,3,1,2,1,1,105015.18,6,7.04,1.03,1,Product Design_1,1
67570.53,0.48,1,6.74,0.31,IT,Entry,Young/Single,4,1,3,2,0,67570.53,4,6.74,0.93,2,IT_0,1
55106.66,0.47,4,3.07,0.2,Finance,Mid,Mid-Age,3,1,1,2,1,220426.66,12,3.07,0.2,2,Finance_1,1
42086.64,0.43,3,0.78,0.46,Accounting,Executive,Older,5,1,2,3,1,126259.93,15,0.78,0.93,3,Accounting_1,1
49588.96,0.58,5,7.02,0.7,HR,Mid,Young/Single,4,1,3,3,1,247944.82,20,7.02,2.1,3,HR_1,1
79452.44,0.68,2,5.81,0.58,HR,Mid,Older,5,1,3,2,0,158904.87,10,5.81,1.74,2,HR_0,1
92387.55,0.29,3,2.95,0.05,IT,Entry,Young/Single,1,0,3,2,1,277162.65,3,0,0.16,0,IT_1,1
55181.23,0.51,4,1.42,0.12,HR,Senior,Young/Single,2,1,1,3,0,220724.91,8,1.42,0.12,3,HR_0,1
96446.37,0.28,1,1.46,0.61,Marketing,Entry,Mid-Age,1,1,2,2,1,96446.37,1,1.46,1.22,2,Marketing_1,1
69396.37,0.45,3,4.66,0.34,Marketing,Mid,Older,3,1,1,3,0,208189.12,9,4.66,0.34,3,Marketing_0,1
72725.03,0.59,3,1.6,0.34,IT,Entry,Mid-Age,4,1,3,2,1,218175.1,12,1.6,1.02,2,IT_1,1
68350.96,0.73,4,0.79,0.03,Product Design,Senior,Young/Single,5,0,3,1,1,273403.84,20,0,0.1,0,Product Design_1,1
85240.09,0.66,2,8.92,0.29,HR,Entry,Young/Single,3,1,1,3,0,170480.19,6,8.92,0.29,3,HR_0,1
36652.31,0.53,3,5.63,0.04,Product Design,Entry,Young/Single,5,1,3,2,0,109956.92,15,5.63,0.13,2,Product Design_0,1
